1	290
2	290
3	290
4	290
5	290
6	290
7	290
8	291
9	291
10	290
11	290
12	290
13	290
14	290
15	290
16	290
17	290
18	290
19	290
20	290
21	290
22	290
23	290
24	290
25	290
26	290
27	290
28	290
29	290
30	290
31	290
32	290
33	290
34	290
35	290
36	291
37	290
38	290
39	290
40	290
41	290
42	290
43	290
44	290
45	289
46	290
47	290
48	290
49	290
50	290
51	290
52	290
53	290
54	290
55	290
56	290
57	290
58	290
59	290
60	289
61	289
62	290
63	290
64	289
65	289
66	289
67	291
68	289
69	289
70	290
71	289
72	290
73	289
74	289
75	290
76	290
77	290
78	289
79	290
80	289
81	289
82	289
83	290
84	289
85	290
86	290
87	290
88	289
89	290
90	290
91	290
92	290
93	290
94	290
95	290
96	290
97	290
98	290
99	289
100	289
101	290
102	289
103	289
104	290
105	290
106	289
107	289
108	289
109	289
110	289
111	289
112	289
113	288
114	288
115	287
116	288
117	287
118	288
119	287
120	287
121	287
122	287
123	286
124	287
125	286
126	286
127	286
128	286
129	286
130	286
131	285
132	286
133	286
134	285
135	285
136	285
137	285
138	284
139	284
140	284
141	284
142	284
143	284
144	283
145	283
146	284
147	284
148	283
149	283
150	283
151	283
152	283
153	283
154	283
155	282
156	283
157	282
158	281
159	282
160	282
161	281
162	281
163	281
164	282
165	281
166	281
167	281
168	281
169	281
170	281
171	280
172	280
173	281
174	280
175	280
176	281
177	281
178	281
179	280
180	280
181	280
182	280
183	280
184	280
185	279
186	279
187	280
188	279
189	279
190	279
191	279
192	279
193	279
194	279
195	279
196	279
197	279
198	279
199	279
200	278
201	278
202	278
203	278
204	278
205	278
206	279
207	278
208	278
209	278
210	277
211	278
212	278
213	278
214	277
215	277
216	277
217	277
218	277
219	277
220	277
221	276
222	276
223	277
224	277
225	277
226	277
227	276
228	276
229	276
230	276
231	276
232	276
233	276
234	276
235	276
236	276
237	276
238	276
239	276
240	276
241	276
242	276
243	276
244	275
245	275
246	276
247	275
248	275
249	275
250	275
251	275
252	275
253	274
254	275
255	275
256	275
257	275
258	275
259	274
260	275
261	275
262	274
263	274
264	274
265	274
266	275
267	275
268	274
269	274
270	274
271	274
272	274
273	274
274	274
275	274
276	274
277	274
278	274
279	274
280	274
281	274
282	273
283	274
284	274
285	274
286	273
287	273
288	274
289	273
290	273
291	273
292	273
293	274
294	273
295	273
296	273
297	273
298	273
299	273
300	273
301	273
302	272
303	272
304	272
305	273
306	272
307	272
308	272
309	273
310	272
311	272
312	272
313	272
314	272
315	272
316	272
317	272
318	271
319	272
320	272
321	272
322	272
323	272
324	272
325	272
326	272
327	271
328	271
329	271
330	271
331	271
332	271
333	271
334	271
335	271
336	271
337	271
338	271
339	271
340	271
341	270
342	270
343	271
344	271
345	270
346	271
347	271
348	270
349	270
350	271
351	270
352	270
353	270
354	270
355	270
356	271
357	270
358	270
359	270
360	270
361	270
362	270
363	270
364	270
365	270
366	270
367	269
368	269
369	269
370	269
371	269
372	270
373	269
374	269
375	269
376	270
377	269
378	269
379	269
380	269
381	269
382	269
383	269
384	269
385	269
386	268
387	269
388	269
389	269
390	269
391	269
392	268
393	268
394	268
395	268
396	268
397	268
398	268
399	268
400	268
401	268
402	268
403	268
404	268
405	268
406	267
407	268
408	268
409	268
410	268
411	267
412	267
413	267
414	267
415	267
416	267
417	268
418	268
419	267
420	268
421	268
422	267
423	267
424	267
425	267
426	267
427	267
428	267
429	267
430	267
431	267
432	267
433	267
434	267
435	267
436	266
437	267
438	267
439	267
440	266
441	267
442	266
443	266
444	267
445	266
446	267
447	267
448	266
449	266
450	266
451	267
452	266
453	267
454	266
455	266
456	266
457	266
458	265
459	266
460	266
461	266
462	265
463	265
464	266
465	265
466	265
467	265
468	266
469	265
470	266
471	266
472	266
473	265
474	265
475	265
476	265
477	265
478	265
479	265
480	265
481	265
482	265
483	265
484	265
485	265
486	265
487	265
488	264
489	265
490	265
491	265
492	265
493	264
494	265
495	264
496	264
497	264
498	264
499	264
500	264
501	264
502	264
503	264
504	264
505	264
506	264
507	263
508	264
509	263
510	264
511	264
512	263
513	263
514	264
515	263
516	264
517	263
518	264
519	263
520	263
521	263
522	263
523	263
524	263
525	263
526	263
527	264
528	263
529	263
530	263
531	263
532	263
533	263
534	263
535	263
536	262
537	263
538	262
539	263
540	263
541	262
542	263
543	262
544	263
545	263
546	262
547	262
548	263
549	262
550	262
551	262
552	262
553	262
554	262
555	262
556	262
557	263
558	262
559	262
560	262
561	262
