1	298
2	298
3	298
4	285
5	285
6	285
7	285
8	285
9	285
10	284
11	284
12	284
13	285
14	284
15	284
16	284
17	283
18	283
19	283
20	270
21	271
22	270
23	270
24	283
25	283
26	282
27	282
28	283
29	282
30	282
31	282
32	282
33	281
34	282
35	282
36	281
37	281
38	281
39	281
40	281
41	281
42	281
43	280
44	280
45	281
46	280
47	280
48	280
49	280
50	280
51	279
52	280
53	279
54	279
55	279
56	279
57	279
58	279
59	279
60	279
61	279
62	279
63	279
64	278
65	279
66	278
67	278
68	279
69	278
70	278
71	278
72	278
73	278
74	278
75	278
76	278
77	278
78	278
79	278
80	278
81	278
82	278
83	278
84	277
85	278
86	278
87	277
88	276
89	277
90	277
91	277
92	276
93	277
94	277
95	276
96	276
97	277
98	276
99	276
100	277
101	276
102	276
103	276
104	276
105	275
106	276
107	276
108	275
109	275
110	275
111	275
112	275
113	275
114	275
115	275
116	274
117	275
118	275
119	275
120	275
121	274
122	275
123	275
124	274
125	274
126	274
127	274
128	274
129	274
130	274
131	274
132	274
133	274
134	274
135	274
136	274
137	274
138	274
139	274
140	274
141	274
142	274
143	274
144	273
145	274
146	274
147	274
148	274
149	273
150	273
151	273
152	273
153	273
154	273
155	273
156	273
157	272
158	272
159	273
160	272
161	272
162	273
163	273
164	273
165	272
166	272
167	272
168	272
169	273
170	272
171	272
172	272
173	272
174	272
175	272
176	272
177	272
178	272
179	272
180	272
181	272
182	272
183	272
184	271
185	271
186	272
187	271
188	271
189	272
190	272
191	271
192	272
193	271
194	272
195	271
196	271
197	271
198	271
199	271
200	271
201	271
202	271
203	271
204	270
205	270
206	270
207	270
208	270
209	270
210	270
211	270
212	270
213	270
214	270
215	270
216	270
217	270
218	270
219	270
220	270
221	270
222	270
223	270
224	270
225	270
226	269
227	269
228	269
229	269
230	270
231	269
232	269
233	269
234	270
235	269
236	270
237	270
238	269
239	270
240	269
241	269
242	269
243	269
244	269
245	269
246	269
247	269
248	269
249	269
250	269
251	268
252	269
253	269
254	269
255	264
256	264
257	264
258	264
259	264
260	264
261	264
262	263
263	273
264	273
265	273
266	273
267	273
268	273
269	273
270	273
271	273
272	273
273	272
274	272
275	272
276	273
277	273
278	272
279	272
280	272
281	272
282	272
283	272
284	272
285	272
286	272
287	272
288	272
289	273
290	273
291	273
292	273
293	273
294	273
295	274
296	273
297	273
298	273
299	273
300	273
301	272
302	272
303	273
304	273
305	272
306	273
307	272
308	272
309	272
310	272
311	272
312	272
313	272
314	272
315	272
316	272
317	272
318	272
319	272
320	272
321	271
322	272
323	271
324	272
325	271
326	271
327	271
328	271
329	272
330	271
331	271
332	272
333	271
334	271
335	271
336	271
337	271
338	271
339	271
340	271
341	271
342	271
343	271
344	271
345	271
346	271
347	271
348	270
349	271
350	270
351	271
352	271
353	273
354	273
355	273
356	270
357	268
358	268
359	268
360	270
361	271
362	268
363	268
364	268
365	267
366	267
367	267
368	268
369	267
370	267
371	269
372	269
373	268
374	268
375	269
376	268
377	268
378	268
379	268
380	269
381	269
382	268
383	268
384	268
385	269
386	268
387	268
388	269
389	268
390	268
391	269
392	268
393	269
394	268
395	268
396	268
397	268
398	268
399	268
400	268
401	268
402	268
403	268
404	267
405	267
406	267
407	267
408	268
409	268
410	268
411	267
412	267
413	267
414	266
415	266
416	266
417	266
418	266
419	266
420	266
421	266
422	266
423	265
424	266
425	265
426	266
427	265
428	265
429	265
430	265
431	265
432	265
433	265
434	265
435	265
436	265
437	265
438	265
439	265
440	265
441	265
442	263
443	263
444	265
445	267
446	267
447	267
448	268
449	267
450	267
451	267
452	267
453	267
454	267
455	267
456	267
457	267
458	267
459	266
460	266
461	267
462	266
463	266
464	266
465	266
466	266
467	266
468	267
469	266
470	266
471	266
472	266
473	266
474	266
475	266
476	266
477	266
478	266
479	266
480	266
481	266
482	266
483	266
484	266
485	265
486	265
487	266
488	266
489	265
490	265
491	265
492	266
493	265
494	265
495	265
496	265
497	265
498	265
499	265
500	265
501	265
502	265
503	265
504	265
505	265
506	265
507	265
508	265
509	265
510	265
511	265
512	264
513	265
514	265
515	264
516	264
517	264
518	264
519	264
520	265
521	265
522	264
523	264
524	264
525	264
526	265
527	264
528	264
529	264
530	263
531	264
532	264
533	264
534	264
535	264
536	263
537	263
538	263
539	263
540	264
541	263
542	263
543	263
544	263
545	263
546	263
547	263
548	263
549	263
550	263
551	263
552	263
553	263
554	263
555	263
556	263
557	263
558	263
559	263
560	263
561	263
562	263
563	263
564	263
565	263
566	263
567	263
568	263
569	263
570	263
571	263
572	263
573	263
574	263
575	262
576	262
577	262
578	262
579	262
580	262
581	262
582	262
583	262
584	262
585	262
586	262
587	262
588	262
589	262
590	261
591	262
592	262
593	262
594	261
595	262
596	261
597	261
598	261
599	261
600	261
601	261
602	261
603	261
604	261
605	261
606	261
607	261
608	261
609	261
610	261
611	261
612	261
613	261
614	261
615	261
616	261
617	261
618	261
619	261
620	261
621	261
622	261
623	261
624	261
625	261
626	261
627	261
628	261
629	261
630	261
631	261
632	261
633	261
634	261
635	261
636	260
637	260
638	260
639	260
640	260
641	260
642	260
643	260
644	260
645	260
646	260
647	260
648	259
649	260
650	260
651	260
652	260
653	259
654	259
655	259
656	259
657	259
658	259
659	259
660	259
661	259
662	259
663	259
664	259
665	259
